pitch_id,game_id,inning,inning_half,outs,balls,strikes,batting_team_name,fielding_team_name,batter_id,pitcher_id,catcher_id,called_strike_or_ball,abs_zone_call,was_challenged,challenge_id,pitch_x,pitch_z,sz_top,sz_bot
P0018150,2025-07-14,1,bottom,0,1,1,El Paso Explorers,Austin Aces,1050,1013,1001,ball,ball,False,,-0.582,1.519,3.21,1.62
P0018151,2025-07-14,3,bottom,1,3,1,El Paso Explorers,Austin Aces,1044,1014,1001,strike,strike,False,,-0.28,2.542,3.21,1.62
P0018152,2025-07-14,7,bottom,0,0,2,El Paso Explorers,Austin Aces,1045,1012,1001,ball,ball,False,,0.85,3.202,3.21,1.62
P0018153,2025-07-14,1,bottom,2,2,1,El Paso Explorers,Austin Aces,1051,1012,1001,strike,strike,False,,0.522,1.98,3.21,1.62
P0018154,2025-07-14,7,bottom,2,1,2,El Paso Explorers,Austin Aces,1043,1011,1001,strike,strike,False,,0.647,2.052,3.21,1.62
P0018155,2025-07-14,6,bottom,1,1,0,El Paso Explorers,Austin Aces,1046,1013,1001,strike,strike,False,,0.042,1.957,3.21,1.62
P0018156,2025-07-14,1,bottom,1,2,0,El Paso Explorers,Austin Aces,1048,1010,1001,strike,strike,False,,-0.583,2.706,3.21,1.62
P0018157,2025-07-14,4,bottom,2,1,2,El Paso Explorers,Austin Aces,1047,1013,1001,strike,strike,False,,-0.551,2.332,3.21,1.62
P0018158,2025-07-14,3,bottom,0,1,0,El Paso Explorers,Austin Aces,1049,1013,1001,strike,strike,False,,0.001,2.929,3.21,1.62
P0018159,2025-07-14,9,bottom,2,0,1,El Paso Explorers,Austin Aces,1050,1011,1001,ball,ball,False,,-0.725,1.653,3.21,1.62
P0018160,2025-07-14,5,top,1,3,1,Austin Aces,El Paso Explorers,1005,1053,1043,ball,ball,False,,-0.33,3.468,3.21,1.62
P0018161,2025-07-14,8,bottom,1,2,0,El Paso Explorers,Austin Aces,1044,1011,1001,strike,strike,False,,0.144,2.341,3.21,1.62
P0018162,2025-07-14,9,bottom,0,3,2,El Paso Explorers,Austin Aces,1045,1014,1001,strike,strike,False,,-0.601,2.555,3.21,1.62
P0018163,2025-07-14,3,top,0,3,1,Austin Aces,El Paso Explorers,1006,1054,1043,strike,strike,False,,0.182,3.062,3.21,1.62
P0018164,2025-07-14,3,top,0,3,1,Austin Aces,El Paso Explorers,1007,1052,1043,strike,strike,False,,0.028,2.479,3.21,1.62
P0018165,2025-07-14,9,bottom,2,0,2,El Paso Explorers,Austin Aces,1051,1011,1001,strike,strike,False,,0.083,2.951,3.21,1.62
P0018166,2025-07-14,6,bottom,0,1,0,El Paso Explorers,Austin Aces,1043,1012,1001,ball,strike,False,,-0.62,1.97,3.21,1.62
P0018167,2025-07-14,6,top,1,2,2,Austin Aces,El Paso Explorers,1001,1056,1043,strike,strike,False,,-0.311,2.508,3.21,1.62
P0018168,2025-07-14,5,bottom,2,1,0,El Paso Explorers,Austin Aces,1046,1013,1001,strike,strike,False,,-0.548,2.444,3.21,1.62
P0018169,2025-07-14,6,top,1,0,2,Austin Aces,El Paso Explorers,1004,1053,1043,strike,strike,False,,-0.473,2.445,3.21,1.62
P0018170,2025-07-14,2,top,2,3,2,Austin Aces,El Paso Explorers,1008,1056,1043,strike,strike,False,,-0.591,2.183,3.21,1.62
P0018171,2025-07-14,2,bottom,2,0,1,El Paso Explorers,Austin Aces,1048,1011,1001,ball,ball,False,,-0.301,3.333,3.21,1.62
P0018172,2025-07-14,6,bottom,2,1,1,El Paso Explorers,Austin Aces,1047,1011,1001,strike,strike,False,,-0.374,2.221,3.21,1.62
P0018173,2025-07-14,2,top,2,1,2,Austin Aces,El Paso Explorers,1009,1055,1043,strike,strike,False,,-0.611,3.169,3.21,1.62
P0018174,2025-07-14,4,bottom,0,0,0,El Paso Explorers,Austin Aces,1049,1014,1001,strike,ball,False,,0.828,2.355,3.21,1.62
P0018175,2025-07-14,9,bottom,2,2,1,El Paso Explorers,Austin Aces,1050,1014,1001,ball,ball,False,,1.433,1.61,3.21,1.62
P0018176,2025-07-14,8,top,1,1,0,Austin Aces,El Paso Explorers,1003,1053,1043,ball,strike,False,,0.158,2.619,3.21,1.62
P0018177,2025-07-14,3,bottom,1,3,1,El Paso Explorers,Austin Aces,1044,1010,1001,ball,ball,False,,0.054,3.467,3.21,1.62
P0018178,2025-07-14,2,bottom,1,1,1,El Paso Explorers,Austin Aces,1045,1014,1001,ball,strike,False,,0.074,3.192,3.21,1.62
P0018179,2025-07-14,8,bottom,0,3,2,El Paso Explorers,Austin Aces,1051,1012,1001,strike,strike,False,,0.051,2.206,3.21,1.62
P0018180,2025-07-14,1,top,0,2,0,Austin Aces,El Paso Explorers,1002,1052,1043,strike,strike,False,,-0.553,3.048,3.21,1.62
P0018181,2025-07-14,8,bottom,2,3,2,El Paso Explorers,Austin Aces,1043,1013,1001,ball,ball,False,,0.423,1.353,3.21,1.62
P0018182,2025-07-14,1,bottom,1,2,2,El Paso Explorers,Austin Aces,1046,1011,1001,strike,strike,False,,0.157,2.914,3.21,1.62
P0018183,2025-07-14,3,bottom,2,1,0,El Paso Explorers,Austin Aces,1048,1010,1001,ball,ball,False,,0.217,1.506,3.21,1.62
P0018184,2025-07-14,2,bottom,0,1,2,El Paso Explorers,Austin Aces,1047,1011,1001,ball,ball,False,,-0.813,1.733,3.21,1.62
P0000225,2025-07-15,1,bottom,1,2,2,Charlotte Comets,Des Moines Dragons,1017,1040,1029,strike,ball,True,CH00225,-0.768,2.211,3.21,1.62
P0000659,2025-07-15,9,bottom,0,3,0,Charlotte Comets,Des Moines Dragons,1016,1042,1029,ball,strike,True,CH00659,0.599,1.683,3.21,1.62
P0018185,2025-07-15,4,top,0,1,1,Charlotte Comets,Des Moines Dragons,1020,1038,1029,ball,ball,False,,0.14,3.302,3.21,1.62
P0018186,2025-07-15,3,top,2,0,0,Charlotte Comets,Des Moines Dragons,1017,1040,1029,strike,strike,False,,0.227,1.806,3.21,1.62
P0018187,2025-07-15,2,bottom,1,3,0,Des Moines Dragons,Charlotte Comets,1032,1024,1015,ball,ball,False,,-0.931,2.158,3.21,1.62
P0018188,2025-07-15,2,bottom,1,0,2,Des Moines Dragons,Charlotte Comets,1033,1024,1015,ball,ball,False,,0.741,2.127,3.21,1.62
P0018189,2025-07-15,3,bottom,1,3,1,Des Moines Dragons,Charlotte Comets,1029,1025,1015,strike,strike,False,,-0.135,2.365,3.21,1.62
P0018190,2025-07-15,8,bottom,2,0,0,Des Moines Dragons,Charlotte Comets,1031,1027,1015,strike,strike,False,,0.56,3.151,3.21,1.62
P0018191,2025-07-15,5,top,1,1,1,Charlotte Comets,Des Moines Dragons,1018,1040,1029,strike,strike,False,,-0.101,2.159,3.21,1.62
P0018192,2025-07-15,4,top,1,2,0,Charlotte Comets,Des Moines Dragons,1021,1041,1029,strike,ball,False,,-0.643,1.614,3.21,1.62
P0018193,2025-07-15,9,bottom,1,2,0,Des Moines Dragons,Charlotte Comets,1030,1025,1015,strike,strike,False,,0.16,2.59,3.21,1.62
P0018194,2025-07-15,6,top,2,2,1,Charlotte Comets,Des Moines Dragons,1015,1039,1029,strike,strike,False,,0.558,2.505,3.21,1.62
P0018195,2025-07-15,9,bottom,0,0,0,Des Moines Dragons,Charlotte Comets,1037,1028,1015,strike,strike,False,,-0.301,3.089,3.21,1.62
P0018196,2025-07-15,8,top,2,1,2,Charlotte Comets,Des Moines Dragons,1016,1040,1029,ball,ball,False,,0.874,2.925,3.21,1.62
P0018197,2025-07-15,5,bottom,2,2,2,Des Moines Dragons,Charlotte Comets,1036,1025,1015,strike,strike,False,,-0.123,2.332,3.21,1.62
P0018198,2025-07-15,9,top,1,3,0,Charlotte Comets,Des Moines Dragons,1019,1041,1029,ball,ball,False,,-0.793,1.705,3.21,1.62
P0018199,2025-07-15,8,top,1,1,1,Charlotte Comets,Des Moines Dragons,1022,1041,1029,ball,ball,False,,-0.439,3.217,3.21,1.62
P0018200,2025-07-15,9,bottom,1,0,1,Des Moines Dragons,Charlotte Comets,1034,1028,1015,ball,ball,False,,-1.461,1.502,3.21,1.62
P0018201,2025-07-15,9,top,1,0,2,Charlotte Comets,Des Moines Dragons,1023,1038,1029,ball,ball,False,,0.494,1.548,3.21,1.62
P0018202,2025-07-15,6,bottom,0,3,2,Des Moines Dragons,Charlotte Comets,1035,1027,1015,strike,strike,False,,-0.587,3.032,3.21,1.62
P0018203,2025-07-15,8,top,0,3,0,Charlotte Comets,Des Moines Dragons,1020,1040,1029,ball,ball,False,,-0.635,3.212,3.21,1.62
P0018204,2025-07-15,6,bottom,1,3,0,Des Moines Dragons,Charlotte Comets,1032,1026,1015,strike,strike,False,,0.596,3.017,3.21,1.62
P0018205,2025-07-15,9,bottom,0,1,0,Des Moines Dragons,Charlotte Comets,1033,1024,1015,strike,strike,False,,-0.683,3.018,3.21,1.62
P0018206,2025-07-15,6,top,0,1,0,Charlotte Comets,Des Moines Dragons,1017,1041,1029,ball,ball,False,,0.175,3.257,3.21,1.62
P0018207,2025-07-15,3,bottom,2,0,1,Des Moines Dragons,Charlotte Comets,1029,1024,1015,ball,ball,False,,0.976,2.76,3.21,1.62
P0018208,2025-07-15,2,top,2,2,0,Charlotte Comets,Des Moines Dragons,1018,1038,1029,strike,strike,False,,-0.136,2.685,3.21,1.62
P0018209,2025-07-15,4,top,2,1,0,Charlotte Comets,Des Moines Dragons,1021,1040,1029,strike,strike,False,,-0.154,2.907,3.21,1.62
P0018210,2025-07-15,4,top,2,3,2,Charlotte Comets,Des Moines Dragons,1015,1040,1029,ball,ball,False,,-0.25,3.293,3.21,1.62
P0018211,2025-07-15,8,bottom,2,2,1,Des Moines Dragons,Charlotte Comets,1031,1025,1015,ball,strike,False,,-0.24,2.266,3.21,1.62
P0018212,2025-07-15,8,top,1,3,0,Charlotte Comets,Des Moines Dragons,1016,1042,1029,strike,strike,False,,0.251,2.272,3.21,1.62
P0018213,2025-07-15,4,bottom,1,0,0,Des Moines Dragons,Charlotte Comets,1030,1025,1015,ball,ball,False,,0.453,1.538,3.21,1.62
P0018214,2025-07-15,2,top,0,0,2,Charlotte Comets,Des Moines Dragons,1019,1038,1029,ball,ball,False,,0.903,2.632,3.21,1.62
P0018215,2025-07-15,7,top,2,3,0,Charlotte Comets,Des Moines Dragons,1022,1042,1029,strike,strike,False,,-0.569,2.672,3.21,1.62
P0018216,2025-07-15,1,top,0,3,2,Charlotte Comets,Des Moines Dragons,1023,1039,1029,ball,ball,False,,-0.749,2.932,3.21,1.62
P0018217,2025-07-15,3,top,1,3,1,Charlotte Comets,Des Moines Dragons,1020,1038,1029,strike,strike,False,,0.151,2.56,3.21,1.62
P0018218,2025-07-15,8,top,1,0,2,Charlotte Comets,Des Moines Dragons,1017,1041,1029,strike,strike,False,,-0.351,1.652,3.21,1.62
P0018219,2025-07-15,8,top,1,2,1,Charlotte Comets,Des Moines Dragons,1018,1038,1029,strike,strike,False,,0.508,3.066,3.21,1.62
P0018220,2025-07-15,5,bottom,2,1,2,Des Moines Dragons,Charlotte Comets,1037,1027,1015,ball,ball,False,,0.838,3.192,3.21,1.62
P0018221,2025-07-15,9,bottom,1,1,1,Des Moines Dragons,Charlotte Comets,1036,1027,1015,ball,ball,False,,0.755,2.38,3.21,1.62
P0018222,2025-07-15,6,bottom,2,2,0,Des Moines Dragons,Charlotte Comets,1034,1024,1015,ball,ball,False,,-0.986,2.706,3.21,1.62
P0018223,2025-07-15,6,top,1,2,2,Charlotte Comets,Des Moines Dragons,1021,1041,1029,ball,strike,False,,-0.32,3.207,3.21,1.62
P0018224,2025-07-15,7,top,0,1,0,Charlotte Comets,Des Moines Dragons,1015,1038,1029,strike,strike,False,,-0.179,2.51,3.21,1.62
P0018225,2025-07-15,5,top,0,0,1,Charlotte Comets,Des Moines Dragons,1016,1040,1029,ball,ball,False,,1.698,0.32,3.21,1.62
P0018226,2025-07-15,7,top,0,3,1,Charlotte Comets,Des Moines Dragons,1019,1038,1029,strike,strike,False,,0.268,1.708,3.21,1.62
P0018227,2025-07-15,5,bottom,2,2,1,Des Moines Dragons,Charlotte Comets,1035,1024,1015,strike,strike,False,,0.275,1.685,3.21,1.62
P0018228,2025-07-15,6,bottom,2,3,2,Des Moines Dragons,Charlotte Comets,1032,1025,1015,strike,strike,False,,0.63,2.657,3.21,1.62
P0018229,2025-07-15,9,top,1,0,1,Charlotte Comets,Des Moines Dragons,1022,1039,1029,ball,strike,False,,-0.253,3.152,3.21,1.62
P0018230,2025-07-15,5,top,0,1,2,Charlotte Comets,Des Moines Dragons,1023,1040,1029,strike,strike,False,,-0.388,3.139,3.21,1.62
P0018231,2025-07-15,1,bottom,0,2,1,Des Moines Dragons,Charlotte Comets,1033,1024,1015,strike,strike,False,,0.703,2.519,3.21,1.62
P0018232,2025-07-15,5,bottom,0,0,1,Des Moines Dragons,Charlotte Comets,1029,1024,1015,strike,strike,False,,-0.639,2.499,3.21,1.62
P0018233,2025-07-15,7,top,1,1,1,Charlotte Comets,Des Moines Dragons,1020,1041,1029,strike,strike,False,,-0.43,2.386,3.21,1.62
P0018234,2025-07-15,6,bottom,0,1,0,Des Moines Dragons,Charlotte Comets,1031,1025,1015,strike,strike,False,,0.584,1.72,3.21,1.62
P0018235,2025-07-15,1,bottom,2,3,1,Des Moines Dragons,Charlotte Comets,1030,1028,1015,ball,ball,False,,-0.312,1.608,3.21,1.62
P0018236,2025-07-15,7,top,1,0,0,Charlotte Comets,Des Moines Dragons,1017,1039,1029,ball,ball,False,,-0.589,3.611,3.21,1.62
P0018237,2025-07-15,5,top,0,1,2,Charlotte Comets,Des Moines Dragons,1018,1038,1029,ball,strike,False,,0.635,2.98,3.21,1.62
P0018238,2025-07-15,9,bottom,2,1,0,Des Moines Dragons,Charlotte Comets,1037,1028,1015,ball,ball,False,,-0.495,3.322,3.21,1.62
P0018239,2025-07-15,2,top,2,0,2,Charlotte Comets,Des Moines Dragons,1021,1038,1029,ball,ball,False,,-0.717,2.482,3.21,1.62
P0018240,2025-07-15,1,top,0,1,2,Charlotte Comets,Des Moines Dragons,1015,1041,1029,strike,strike,False,,0.58,1.845,3.21,1.62
P0018241,2025-07-15,2,top,1,3,0,Charlotte Comets,Des Moines Dragons,1016,1039,1029,strike,strike,False,,-0.656,1.874,3.21,1.62
P0018242,2025-07-15,1,top,0,2,2,Charlotte Comets,Des Moines Dragons,1019,1041,1029,strike,ball,False,,0.738,2.389,3.21,1.62
P0018243,2025-07-15,7,top,2,2,2,Charlotte Comets,Des Moines Dragons,1022,1038,1029,ball,ball,False,,-0.4,3.421,3.21,1.62
P0018244,2025-07-15,5,bottom,1,0,2,Des Moines Dragons,Charlotte Comets,1036,1025,1015,ball,strike,False,,0.147,1.752,3.21,1.62
P0018245,2025-07-15,9,top,2,3,1,Charlotte Comets,Des Moines Dragons,1023,1040,1029,strike,strike,False,,0.272,2.499,3.21,1.62
P0018246,2025-07-15,9,bottom,2,0,0,Des Moines Dragons,Charlotte Comets,1034,1026,1015,strike,strike,False,,-0.234,2.935,3.21,1.62
P0018247,2025-07-15,1,top,0,2,2,Charlotte Comets,Des Moines Dragons,1020,1041,1029,ball,ball,False,,0.81,1.544,3.21,1.62
P0018248,2025-07-15,2,top,2,2,0,Charlotte Comets,Des Moines Dragons,1017,1038,1029,strike,strike,False,,0.343,1.903,3.21,1.62
P0018249,2025-07-15,8,bottom,1,2,0,Des Moines Dragons,Charlotte Comets,1035,1026,1015,ball,ball,False,,-0.898,3.029,3.21,1.62
P0018250,2025-07-15,2,top,2,0,0,Charlotte Comets,Des Moines Dragons,1018,1040,1029,strike,strike,False,,-0.398,1.693,3.21,1.62
P0018251,2025-07-15,9,bottom,2,1,0,Des Moines Dragons,Charlotte Comets,1032,1025,1015,ball,ball,False,,0.725,3.011,3.21,1.62
P0018252,2025-07-15,1,top,0,3,0,Charlotte Comets,Des Moines Dragons,1021,1042,1029,ball,ball,False,,-0.662,1.61,3.21,1.62
P0018253,2025-07-15,6,top,1,2,0,Charlotte Comets,Des Moines Dragons,1015,1041,1029,strike,strike,False,,-0.171,1.695,3.21,1.62
P0018254,2025-07-15,8,bottom,0,0,2,Des Moines Dragons,Charlotte Comets,1033,1028,1015,strike,strike,False,,-0.639,3.186,3.21,1.62
P0018255,2025-07-15,8,bottom,2,3,1,Des Moines Dragons,Charlotte Comets,1029,1027,1015,ball,ball,False,,-0.866,3.517,3.21,1.62
P0018256,2025-07-15,9,top,1,1,1,Charlotte Comets,Des Moines Dragons,1016,1040,1029,strike,strike,False,,-0.208,2.872,3.21,1.62
P0018257,2025-07-15,1,bottom,0,1,0,Des Moines Dragons,Charlotte Comets,1031,1024,1015,strike,strike,False,,-0.191,2.873,3.21,1.62
P0018258,2025-07-15,4,bottom,2,2,2,Des Moines Dragons,Charlotte Comets,1030,1027,1015,strike,strike,False,,-0.351,2.251,3.21,1.62
P0018259,2025-07-15,8,top,2,2,0,Charlotte Comets,Des Moines Dragons,1019,1042,1029,strike,strike,False,,-0.447,2.636,3.21,1.62
P0018260,2025-07-15,8,bottom,1,2,1,Des Moines Dragons,Charlotte Comets,1037,1027,1015,strike,strike,False,,-0.676,2.694,3.21,1.62
P0018261,2025-07-15,5,top,2,1,0,Charlotte Comets,Des Moines Dragons,1022,1040,1029,ball,ball,False,,0.536,1.145,3.21,1.62
P0018262,2025-07-15,2,bottom,2,2,2,Des Moines Dragons,Charlotte Comets,1036,1025,1015,ball,ball,False,,0.725,1.121,3.21,1.62
P0018263,2025-07-15,2,top,0,2,1,Charlotte Comets,Des Moines Dragons,1023,1042,1029,strike,strike,False,,-0.597,2.49,3.21,1.62
P0018264,2025-07-15,9,bottom,0,3,0,Des Moines Dragons,Charlotte Comets,1034,1025,1015,ball,ball,False,,-0.818,1.575,3.21,1.62
P0018265,2025-07-15,9,bottom,1,2,2,Des Moines Dragons,Charlotte Comets,1035,1026,1015,strike,strike,False,,-0.605,1.695,3.21,1.62
P0018266,2025-07-15,5,top,0,0,1,Charlotte Comets,Des Moines Dragons,1020,1039,1029,strike,strike,False,,0.355,2.838,3.21,1.62
P0018267,2025-07-15,8,bottom,2,2,0,Des Moines Dragons,Charlotte Comets,1032,1025,1015,strike,strike,False,,-0.119,2.816,3.21,1.62
P0018268,2025-07-15,6,top,1,1,1,Charlotte Comets,Des Moines Dragons,1017,1039,1029,strike,strike,False,,-0.217,2.43,3.21,1.62
P0018269,2025-07-15,1,top,0,2,0,Charlotte Comets,Des Moines Dragons,1018,1042,1029,ball,ball,False,,-0.262,3.486,3.21,1.62
P0018270,2025-07-15,4,top,2,3,0,Charlotte Comets,Des Moines Dragons,1021,1041,1029,ball,ball,False,,0.47,3.318,3.21,1.62
P0018271,2025-07-15,9,bottom,0,1,1,Des Moines Dragons,Charlotte Comets,1033,1024,1015,ball,ball,False,,-0.149,4.421,3.21,1.62
P0018272,2025-07-15,6,top,2,1,2,Charlotte Comets,Des Moines Dragons,1015,1041,1029,strike,strike,False,,0.22,2.057,3.21,1.62
P0018273,2025-07-15,5,bottom,2,3,0,Des Moines Dragons,Charlotte Comets,1029,1024,1015,strike,strike,False,,0.628,2.417,3.21,1.62
P0018274,2025-07-15,1,top,2,3,2,Charlotte Comets,Des Moines Dragons,1016,1039,1029,ball,ball,False,,-0.81,2.15,3.21,1.62
P0018275,2025-07-15,5,top,2,3,1,Charlotte Comets,Des Moines Dragons,1019,1040,1029,strike,strike,False,,-0.48,2.428,3.21,1.62
P0018276,2025-07-15,3,bottom,2,2,2,Des Moines Dragons,Charlotte Comets,1031,1025,1015,strike,ball,False,,-0.435,1.567,3.21,1.62
P0018277,2025-07-15,1,bottom,2,3,0,Des Moines Dragons,Charlotte Comets,1030,1028,1015,strike,ball,False,,-0.501,1.617,3.21,1.62
P0018278,2025-07-15,6,bottom,0,0,2,Des Moines Dragons,Charlotte Comets,1037,1027,1015,ball,ball,False,,0.974,3.081,3.21,1.62
P0018279,2025-07-15,2,top,2,3,0,Charlotte Comets,Des Moines Dragons,1022,1041,1029,ball,ball,False,,-1.539,2.778,3.21,1.62
P0018280,2025-07-15,7,bottom,2,2,0,Des Moines Dragons,Charlotte Comets,1036,1026,1015,ball,ball,False,,0.946,2.168,3.21,1.62
P0018281,2025-07-15,2,top,2,3,0,Charlotte Comets,Des Moines Dragons,1023,1041,1029,ball,strike,False,,0.174,1.9,3.21,1.62
P0018282,2025-07-15,3,top,1,2,0,Charlotte Comets,Des Moines Dragons,1020,1041,1029,ball,ball,False,,-0.724,2.738,3.21,1.62
P0018283,2025-07-15,1,bottom,2,1,0,Des Moines Dragons,Charlotte Comets,1034,1026,1015,strike,strike,False,,-0.284,2.479,3.21,1.62
P0018284,2025-07-15,8,top,1,2,1,Charlotte Comets,Des Moines Dragons,1017,1042,1029,ball,ball,False,,-0.764,1.286,3.21,1.62
P0018285,2025-07-15,4,bottom,1,1,1,Des Moines Dragons,Charlotte Comets,1035,1025,1015,ball,ball,False,,0.415,3.42,3.21,1.62
P0018286,2025-07-15,3,bottom,2,1,1,Des Moines Dragons,Charlotte Comets,1032,1024,1015,ball,strike,False,,-0.482,2.108,3.21,1.62
P0018287,2025-07-15,7,bottom,1,2,2,Des Moines Dragons,Charlotte Comets,1033,1026,1015,strike,strike,False,,-0.235,3.129,3.21,1.62
P0018288,2025-07-15,8,top,0,1,2,Charlotte Comets,Des Moines Dragons,1018,1038,1029,strike,strike,False,,0.106,1.759,3.21,1.62
P0018289,2025-07-15,4,top,1,1,0,Charlotte Comets,Des Moines Dragons,1021,1040,1029,ball,ball,False,,-0.618,3.264,3.21,1.62
P0018290,2025-07-15,9,bottom,0,1,0,Des Moines Dragons,Charlotte Comets,1029,1028,1015,strike,strike,False,,0.642,2.4,3.21,1.62
P0018291,2025-07-15,9,top,1,0,1,Charlotte Comets,Des Moines Dragons,1015,1040,1029,ball,ball,False,,0.487,3.712,3.21,1.62
P0018292,2025-07-15,8,bottom,1,2,0,Des Moines Dragons,Charlotte Comets,1031,1028,1015,strike,strike,False,,-0.11,2.614,3.21,1.62
P0018293,2025-07-15,9,top,0,1,0,Charlotte Comets,Des Moines Dragons,1016,1042,1029,strike,strike,False,,-0.255,1.95,3.21,1.62
P0018294,2025-07-15,8,bottom,2,1,2,Des Moines Dragons,Charlotte Comets,1030,1026,1015,strike,strike,False,,-0.06,1.945,3.21,1.62
P0018295,2025-07-15,6,top,0,1,2,Charlotte Comets,Des Moines Dragons,1019,1040,1029,strike,strike,False,,0.309,2.684,3.21,1.62
P0018296,2025-07-15,7,bottom,1,1,2,Des Moines Dragons,Charlotte Comets,1037,1025,1015,ball,ball,False,,-1.907,2.081,3.21,1.62
P0018297,2025-07-15,7,top,1,3,1,Charlotte Comets,Des Moines Dragons,1022,1042,1029,ball,ball,False,,-0.912,2.334,3.21,1.62
P0018298,2025-07-15,6,top,2,0,1,Charlotte Comets,Des Moines Dragons,1023,1038,1029,ball,ball,False,,-0.775,2.008,3.21,1.62
P0018299,2025-07-15,2,top,0,3,1,Charlotte Comets,Des Moines Dragons,1020,1038,1029,ball,ball,False,,-0.205,1.386,3.21,1.62
P0018300,2025-07-15,3,bottom,1,2,1,Des Moines Dragons,Charlotte Comets,1036,1025,1015,ball,ball,False,,-0.132,3.445,3.21,1.62
P0018301,2025-07-15,6,top,1,0,2,Charlotte Comets,Des Moines Dragons,1017,1040,1029,strike,strike,False,,-0.358,2.406,3.21,1.62
P0018302,2025-07-15,1,top,0,2,1,Charlotte Comets,Des Moines Dragons,1018,1042,1029,ball,ball,False,,-0.105,1.502,3.21,1.62
P0018303,2025-07-15,8,bottom,1,1,1,Des Moines Dragons,Charlotte Comets,1034,1025,1015,strike,strike,False,,-0.659,1.862,3.21,1.62
P0018304,2025-07-15,7,bottom,2,1,0,Des Moines Dragons,Charlotte Comets,1035,1028,1015,strike,strike,False,,0.248,2.563,3.21,1.62
P0018305,2025-07-15,3,top,2,1,0,Charlotte Comets,Des Moines Dragons,1021,1041,1029,strike,strike,False,,-0.467,2.214,3.21,1.62
P0018306,2025-07-15,8,top,0,1,2,Charlotte Comets,Des Moines Dragons,1015,1042,1029,strike,strike,False,,-0.017,3.086,3.21,1.62
P0018307,2025-07-15,8,bottom,0,0,2,Des Moines Dragons,Charlotte Comets,1032,1028,1015,ball,ball,False,,-0.822,2.892,3.21,1.62
P0018308,2025-07-15,9,top,2,1,1,Charlotte Comets,Des Moines Dragons,1016,1040,1029,ball,ball,False,,-0.202,3.613,3.21,1.62
P0018309,2025-07-15,2,bottom,0,1,0,Des Moines Dragons,Charlotte Comets,1033,1024,1015,ball,ball,False,,-0.391,1.47,3.21,1.62
P0018310,2025-07-15,9,bottom,1,0,1,Des Moines Dragons,Charlotte Comets,1029,1027,1015,ball,ball,False,,-0.777,1.786,3.21,1.62
P0018311,2025-07-15,7,bottom,1,1,1,Des Moines Dragons,Charlotte Comets,1031,1026,1015,ball,ball,False,,0.648,0.983,3.21,1.62
P0018312,2025-07-15,4,bottom,1,1,1,Des Moines Dragons,Charlotte Comets,1030,1028,1015,strike,strike,False,,0.489,2.495,3.21,1.62
P0018313,2025-07-15,2,bottom,0,3,1,Des Moines Dragons,Charlotte Comets,1037,1028,1015,ball,ball,False,,0.789,2.44,3.21,1.62
P0018314,2025-07-15,9,top,0,2,0,Charlotte Comets,Des Moines Dragons,1019,1041,1029,strike,strike,False,,0.446,2.197,3.21,1.62
P0018315,2025-07-15,4,top,1,0,2,Charlotte Comets,Des Moines Dragons,1022,1039,1029,ball,ball,False,,-0.714,2.023,3.21,1.62
P0018316,2025-07-15,4,bottom,0,0,0,Des Moines Dragons,Charlotte Comets,1036,1027,1015,ball,ball,False,,0.666,1.581,3.21,1.62
P0018317,2025-07-15,3,bottom,1,2,0,Des Moines Dragons,Charlotte Comets,1034,1024,1015,ball,ball,False,,0.515,1.473,3.21,1.62
P0018318,2025-07-15,6,top,2,2,0,Charlotte Comets,Des Moines Dragons,1023,1040,1029,strike,strike,False,,-0.54,2.537,3.21,1.62
P0018319,2025-07-15,9,bottom,0,0,0,Des Moines Dragons,Charlotte Comets,1035,1027,1015,strike,strike,False,,0.236,2.897,3.21,1.62
P0018320,2025-07-15,5,top,0,1,0,Charlotte Comets,Des Moines Dragons,1020,1039,1029,ball,ball,False,,0.079,1.414,3.21,1.62
P0018321,2025-07-15,8,top,0,1,0,Charlotte Comets,Des Moines Dragons,1017,1041,1029,strike,strike,False,,0.306,1.971,3.21,1.62
P0018322,2025-07-15,8,top,1,2,0,Charlotte Comets,Des Moines Dragons,1018,1040,1029,ball,ball,False,,-0.923,2.417,3.21,1.62
P0018323,2025-07-15,7,top,2,1,2,Charlotte Comets,Des Moines Dragons,1021,1039,1029,strike,strike,False,,-0.442,2.919,3.21,1.62
P0018324,2025-07-15,1,bottom,0,3,0,Des Moines Dragons,Charlotte Comets,1032,1028,1015,strike,strike,False,,0.282,2.649,3.21,1.62
P0018325,2025-07-15,2,bottom,0,2,0,Des Moines Dragons,Charlotte Comets,1033,1028,1015,ball,ball,False,,-0.873,1.964,3.21,1.62
P0018326,2025-07-15,4,bottom,1,1,0,Des Moines Dragons,Charlotte Comets,1029,1026,1015,ball,ball,False,,0.78,2.578,3.21,1.62
